SNP	ANNOTATION	CHR	POS	SNP_PHENOTYPE	END	rsID	First_Level	PHENOTYPE	Metabolism
rs2235649	MMP25	16	3096682	X-12556	3110727	rs2235649	Organismal Systems		False
rs2270968	MCCC1-AS1	3	182734043	hydroxyisovaleroyl carnitine	182735596	rs2270968	Unknown		False
rs2270968	MCCC1	3	182733006	hydroxyisovaleroyl carnitine	182833863	rs2270968	Metabolism	Amino acid metabolism	True
rs2270968	DCUN1D1	3	182655862	hydroxyisovaleroyl carnitine	182703741	rs2270968	Unknown		False
rs2270968	ATP11B	3	182511288	hydroxyisovaleroyl carnitine	182639027	rs2270968	Unknown		False
rs2270968	BASP1	5	17065707	hydroxyisovaleroyl carnitine	17276943	rs2270968	Unknown		False
rs2270968	RPL39L	3	186838736	hydroxyisovaleroyl carnitine	186898696	rs2270968	Unknown		False
rs2271316	RP11-589P10.5	17	6897961	X-12441--12-hydroxyeicosatetraenoate (12-HETE)	6898508	rs2271316	Unknown		False
rs2271316	ALOX12	17	6899384	X-12441--12-hydroxyeicosatetraenoate (12-HETE)	6914055	rs2271316	Metabolism, Organismal Systems, Human Diseases	Lipid metabolism	True
rs2271316	AC027763.2	17	6779954	X-12441--12-hydroxyeicosatetraenoate (12-HETE)	6915668	rs2271316	Unknown		False
rs2404602	SCAPER	15	76640526	isobutyrylcarnitine	77197785	rs2404602	Unknown		False
rs2404602	RP11-593F23.1	15	76467232	isobutyrylcarnitine	76473827	rs2404602	Unknown		False
rs2405522	SLC22A5	5	131705444	tryptophan betaine 	131731306	rs2405522	Human Diseases		False
rs2405522	AC034220.3	5	131646978	tryptophan betaine 	131705340	rs2405522	Unknown		False
rs2405522	AFF4	5	132211071	tryptophan betaine 	132299326	rs2405522	Unknown		False
rs2540647	DGCR9	22	19005347	valine/ proline	19007761	rs2540647	Unknown		False
rs2540647	PRODH	22	18904403	valine/ proline	18924066	rs2540647	Metabolism	Amino acid metabolism	True
rs2547231	CTD-3098H1.2	19	48366740	X-11440/ 4-androsten-3beta,17beta-diol disulfate 2	48368598	rs2547231	Unknown		False
rs2547231	SULT2A1	19	48373723	X-11440/ 4-androsten-3beta,17beta-diol disulfate 2	48389654	rs2547231	Metabolism, Organismal Systems, Human Diseases	Xenobiotics biodegradation and metabolism	True
rs2547231	ZNF430	19	21203426	X-11440/ 4-androsten-3beta,17beta-diol disulfate 2	21242856	rs2547231	Unknown		False
rs2576452	TMC4	19	54663846	arachidonate (20:4n6)/ 1-arachidonoylglycero-phosphoinositol	54676944	rs2576452	Unknown		False
rs2576452	MBOAT7	19	54677107	arachidonate (20:4n6)/ 1-arachidonoylglycero-phosphoinositol	54693733	rs2576452	Metabolism	Lipid metabolism	True
rs2576452	AC012314.8	19	54622891	arachidonate (20:4n6)/ 1-arachidonoylglycero-phosphoinositol	54628722	rs2576452	Unknown		False
rs2576452	PRPF31	19	54619056	arachidonate (20:4n6)/ 1-arachidonoylglycero-phosphoinositol	54635140	rs2576452	Genetic Information Processing		False
rs2576452	ANKFY1	17	4067201	arachidonate (20:4n6)/ 1-arachidonoylglycero-phosphoinositol	4167274	rs2576452	Unknown		False
rs2576452	MYO9B	19	17186591	arachidonate (20:4n6)/ 1-arachidonoylglycero-phosphoinositol	17325346	rs2576452	Unknown		False
rs2694917	SPRYD4	12	56862301	glutamine/ histidine	56864735	rs2694917	Unknown		False
rs2694917	RP11-977G19.11	12	56693926	glutamine/ histidine	56708592	rs2694917	Unknown		False
rs2694917	RBMS2	12	56915713	glutamine/ histidine	56984745	rs2694917	Unknown		False
rs2694917	CNPY2	12	56703626	glutamine/ histidine	56710006	rs2694917	Unknown		False
rs2694917	RPAP3	12	48057070	glutamine/ histidine	48099844	rs2694917	Unknown		False
rs2727271	FADS1	11	61567099	X-12990--docosapentaenoic acid (n6-DPA)	61596790	rs2727271	Metabolism	Lipid metabolism	True
rs2727271	FADS3	11	61640991	X-12990--docosapentaenoic acid (n6-DPA)	61659523	rs2727271	Unknown		False
rs2727271	INCENP	11	61891445	X-12990--docosapentaenoic acid (n6-DPA)	61920635	rs2727271	Unknown		False
rs272889	AC034220.3	5	131646978	valine/ isovalerylcarnitine	131705340	rs272889	Unknown		False
rs272889	SLC22A5	5	131705444	valine/ isovalerylcarnitine	131731306	rs272889	Human Diseases		False
rs272889	P4HA2	5	131527531	valine/ isovalerylcarnitine	131631008	rs272889	Metabolism	Amino acid metabolism	True
rs272889	SLC22A4	5	131630136	valine/ isovalerylcarnitine	131679899	rs272889	Human Diseases		False
rs272889	RAPGEF6	5	130759614	valine/ isovalerylcarnitine	130970929	rs272889	Environmental Information Processing, Cellular Processes		False
rs272889	KIF3A	5	132028320	valine/ isovalerylcarnitine	132073330	rs272889	Environmental Information Processing		False
rs272889	PDLIM4	5	131593364	valine/ isovalerylcarnitine	131609147	rs272889	Unknown		False
rs272889	ACSL6	5	131142683	valine/ isovalerylcarnitine	131347936	rs272889	Metabolism, Cellular Processes, Organismal Systems	Lipid metabolism	True
rs272889	IRF1	5	131817301	valine/ isovalerylcarnitine	131826490	rs272889	Environmental Information Processing, Organismal Systems, Human Diseases		False
rs272889	AC063976.7	5	131535149	valine/ isovalerylcarnitine	131539180	rs272889	Unknown		False
rs2731672	RAB24	5	176728452	X-12038/ bradykinin, des-arg(9)	176730745	rs2731672	Unknown		False
rs2731672	LMAN2	5	176758563	X-12038/ bradykinin, des-arg(9)	176778853	rs2731672	Genetic Information Processing		False
rs2731672	F12	5	176829141	X-12038/ bradykinin, des-arg(9)	176836577	rs2731672	Organismal Systems		False
rs2731672	GPRIN1	5	176022976	X-12038/ bradykinin, des-arg(9)	176037134	rs2731672	Unknown		False
rs2731672	MXD3	5	176732501	X-12038/ bradykinin, des-arg(9)	176739758	rs2731672	Unknown		False
rs2731672	PRELID1	5	176730775	X-12038/ bradykinin, des-arg(9)	176731851	rs2731672	Unknown		False
rs2734331	HLA-DQB2	6	32723875	X-11470	32731311	rs2734331	Unknown		False
rs2734331	NEU1	6	31826829	X-11470	31830683	rs2734331	Metabolism, Cellular Processes	Carbohydrate metabolism	True
rs2734331	LY6G5C	6	31644461	X-11470	31651817	rs2734331	Unknown		False
rs2734331	HLA-DQB1	6	32627244	X-11470	32636160	rs2734331	Environmental Information Processing, Cellular Processes, Organismal Systems, Human Diseases		False
rs2734331	HCG27	6	31165915	X-11470	31171745	rs2734331	Unknown		False
rs2734331	ATF6B	6	32083112	X-11470	32096030	rs2734331	Genetic Information Processing, Environmental Information Processing, Organismal Systems, Human Diseases		False
rs2734331	PPP1R10	6	30568177	X-11470	30586389	rs2734331	Unknown		False
rs2740	PDXDC1	16	15068448	linoleate (18:2n6)/ dihomo-linolenate (20:3n3 or n6)	15233196	rs2740	Unknown		False
rs2740	RP11-72I8.1	16	15188268	linoleate (18:2n6)/ dihomo-linolenate (20:3n3 or n6)	15203054	rs2740	Unknown		False
rs2740	RP11-680G24.5	16	15111963	linoleate (18:2n6)/ dihomo-linolenate (20:3n3 or n6)	15114345	rs2740	Unknown		False
rs2740	RRN3	16	15153879	linoleate (18:2n6)/ dihomo-linolenate (20:3n3 or n6)	15188174	rs2740	Unknown		False
rs2740	PKD1P6	16	15219099	linoleate (18:2n6)/ dihomo-linolenate (20:3n3 or n6)	15248421	rs2740	Unknown		False
rs2740	NTAN1	16	15131710	linoleate (18:2n6)/ dihomo-linolenate (20:3n3 or n6)	15149921	rs2740	Unknown		False
rs2740	DLGAP4	20	34894258	linoleate (18:2n6)/ dihomo-linolenate (20:3n3 or n6)	35157040	rs2740	Unknown		False
rs2851391	PKNOX1	21	44394620	betaine	44453691	rs2851391	Unknown		False
rs2851391	CBS	21	44473301	betaine	44497053	rs2851391	Metabolism	Amino acid metabolism	True
rs316020	LPAL2	6	160880088	X-12798/ phenylalanine	160932156	rs316020	Unknown		False
rs316020	GRM1	6	146348782	X-12798/ phenylalanine	146758734	rs316020	Environmental Information Processing, Cellular Processes, Organismal Systems		False
rs3184504	ALDH2	12	112204691	kynurenine	112247782	rs3184504	Metabolism	Amino acid metabolism	True
rs3184504	FAM216A	12	110906181	kynurenine	110928190	rs3184504	Unknown		False
rs3738934	RPE	2	210867289	X-13431--nonanoylcarnitine*	210886146	rs3738934	Metabolism	Carbohydrate metabolism	True
rs3738934	KANSL1L	2	210886301	X-13431--nonanoylcarnitine*	211036019	rs3738934	Unknown		False
rs3738934	CERS6	2	169312372	X-13431--nonanoylcarnitine*	169631644	rs3738934	Metabolism, Environmental Information Processing	Lipid metabolism	True
rs3800993	RP11-1220K2.2	7	141811549	1,5-anhydroglucitol (1,5-AG)	141922124	rs3800993	Unknown		False
rs4073054	TOMM40L	1	161195793	X-10395	161200134	rs4073054	Human Diseases		False
rs4144027	XRCC3	14	104163946	asparagine	104181841	rs4144027	Genetic Information Processing		False
rs4144027	TDRD9	14	104394799	asparagine	104519004	rs4144027	Unknown		False
rs4144027	LINC00637	14	104314058	asparagine	104324386	rs4144027	Unknown		False
rs4144027	PPP1R13B	14	104200089	asparagine	104313927	rs4144027	Unknown		False
rs4144027	CTD-2134A5.4	14	104320740	asparagine	104346448	rs4144027	Unknown		False
rs4144027	APOPT1	14	104029299	asparagine	104073860	rs4144027	Unknown		False
rs4144027	MARK3	14	103851729	asparagine	103970168	rs4144027	Unknown		False
rs4144027	KLC1	14	104028233	asparagine	104167888	rs4144027	Human Diseases		False
rs4144027	HSP90AA1	14	102547075	asparagine	102605839	rs4144027	Genetic Information Processing, Environmental Information Processing, Cellular Processes, Organismal Systems, Human Diseases		False
rs4150581	GTF2H1	11	18343842	3-(4-hydroxyphenyl)lactate/ alpha-hydroxyisovalerate	18388591	rs4150581	Genetic Information Processing, Human Diseases		False
rs4150581	HPS5	11	18300223	3-(4-hydroxyphenyl)lactate/ alpha-hydroxyisovalerate	18343745	rs4150581	Unknown		False
rs4150581	LDHA	11	18415935	3-(4-hydroxyphenyl)lactate/ alpha-hydroxyisovalerate	18429972	rs4150581	Metabolism, Environmental Information Processing, Organismal Systems, Human Diseases	Amino acid metabolism	True
rs4150581	MRGPRX3	11	18142502	3-(4-hydroxyphenyl)lactate/ alpha-hydroxyisovalerate	18160027	rs4150581	Unknown		False
rs4150581	TSG101	11	18489883	3-(4-hydroxyphenyl)lactate/ alpha-hydroxyisovalerate	18548779	rs4150581	Cellular Processes		False
rs4150581	DOCK10	2	225629807	3-(4-hydroxyphenyl)lactate/ alpha-hydroxyisovalerate	225907162	rs4150581	Unknown		False
rs4150581	COPB1	11	14464986	3-(4-hydroxyphenyl)lactate/ alpha-hydroxyisovalerate	14521573	rs4150581	Unknown		False
rs4253311	F11	4	187187099	bradykinin, des-arg(9)	187210835	rs4253311	Organismal Systems		False
rs4253311	FAM149A	4	187025573	bradykinin, des-arg(9)	187093821	rs4253311	Unknown		False
rs4253311	CYP4V2	4	187112674	bradykinin, des-arg(9)	187134610	rs4253311	Unknown		False
rs4253311	UFSP2	4	186320694	bradykinin, des-arg(9)	186347139	rs4253311	Unknown		False
rs4343	ACE	17	61554422	aspartylphenylalanine/ X-14450--phenylalanylleucine	61574981	rs4343	Organismal Systems, Human Diseases		False
rs4343	FTSJ3	17	61896793	aspartylphenylalanine/ X-14450--phenylalanylleucine	61907372	rs4343	Unknown		False
rs4343	PSMC5	17	61905032	aspartylphenylalanine/ X-14450--phenylalanylleucine	61909379	rs4343	Genetic Information Processing, Human Diseases		False
rs4343	KCNH6	17	61600695	aspartylphenylalanine/ X-14450--phenylalanylleucine	61626338	rs4343	Unknown		False
rs4343	DCAF7	17	61627822	aspartylphenylalanine/ X-14450--phenylalanylleucine	61671639	rs4343	Unknown		False
rs445925	BCAM	19	45312328	X-11820/ cholesterol	45324671	rs445925	Unknown		False
rs445925	APOE	19	45409011	X-11820/ cholesterol	45412650	rs445925	Organismal Systems		False
rs445925	RYR1	19	38924339	X-11820/ cholesterol	39078204	rs445925	Environmental Information Processing, Organismal Systems		False
rs445925	RERE	1	8412457	X-11820/ cholesterol	8877702	rs445925	Unknown		False
rs4488133	HPS1	10	100175955	X-12092	100206684	rs4488133	Unknown		False
rs4488133	PYROXD2	10	100143322	X-12092	100174941	rs4488133	Unknown		False
rs4488133	SFRP5	10	99526508	X-12092	99531709	rs4488133	Environmental Information Processing		False
rs4488133	FAM53B	10	126307861	X-12092	126432838	rs4488133	Unknown		False
rs4625783	AC132872.2	17	80214131	3-(4-hydroxyphenyl)lactate	80216080	rs4625783	Unknown		False
rs4625783	CCDC57	17	80059336	3-(4-hydroxyphenyl)lactate	80170706	rs4625783	Unknown		False
rs4625783	GCGR	17	79762010	3-(4-hydroxyphenyl)lactate	79771889	rs4625783	Environmental Information Processing, Organismal Systems		False
rs4625783	LRRC45	17	79981178	3-(4-hydroxyphenyl)lactate	79989027	rs4625783	Unknown		False
rs4625783	ASPSCR1	17	79934683	3-(4-hydroxyphenyl)lactate	79975282	rs4625783	Human Diseases		False
rs4625783	DCXR	17	79993012	3-(4-hydroxyphenyl)lactate	79995608	rs4625783	Metabolism	Carbohydrate metabolism	True
rs4625783	FASN	17	80036214	3-(4-hydroxyphenyl)lactate	80056208	rs4625783	Metabolism, Environmental Information Processing, Organismal Systems	Lipid metabolism	True
rs4625783	RAC3	17	79989500	3-(4-hydroxyphenyl)lactate	79992078	rs4625783	Environmental Information Processing, Cellular Processes, Organismal Systems, Human Diseases		False
rs4625783	SLC16A3	17	80186273	3-(4-hydroxyphenyl)lactate	80219005	rs4625783	Human Diseases		False
rs4625783	RP11-1376P16.1	17	80117932	3-(4-hydroxyphenyl)lactate	80118328	rs4625783	Unknown		False
rs4625783	GPS1	17	80008641	3-(4-hydroxyphenyl)lactate	80015346	rs4625783	Unknown		False
rs4625783	DUS1L	17	80015382	3-(4-hydroxyphenyl)lactate	80023763	rs4625783	Unknown		False
rs4625783	PTDSS2	11	448268	3-(4-hydroxyphenyl)lactate	491387	rs4625783	Metabolism	Lipid metabolism	True
rs4625783	ZNF346	5	176449697	3-(4-hydroxyphenyl)lactate	176508190	rs4625783	Unknown		False
rs4675874	C2orf54	2	241825465	X-12556	241836306	rs4675874	Unknown		False
rs4675874	AGXT	2	241807896	X-12556	241818537	rs4675874	Metabolism, Cellular Processes	Amino acid metabolism	True
rs4675874	SNED1	2	241938255	X-12556	242034011	rs4675874	Unknown		False
rs4675874	AC104809.4	2	241894034	X-12556	241906848	rs4675874	Unknown		False
rs4675874	AC104809.3	2	241858202	X-12556	241932728	rs4675874	Unknown		False
rs4675874	AC005237.4	2	241955016	X-12556	241973020	rs4675874	Unknown		False
rs4680	ARVCF	22	19957499	X-11593--O-methylascorbate*	20004331	rs4680	Unknown		False
rs4680	COMT	22	19929130	X-11593--O-methylascorbate*	19957418	rs4680	Metabolism, Organismal Systems	Amino acid metabolism	True
rs4680	RP3-400N23.6	22	31688521	X-11593--O-methylascorbate*	31734007	rs4680	Unknown		False
rs4680	ZFPM1	16	88519725	X-11593--O-methylascorbate*	88603424	rs4680	Unknown		False
rs4687717	TKT	3	53258723	phosphate/ erythronate	53290047	rs4687717	Metabolism	Carbohydrate metabolism	True
rs4687717	ITIH4	3	52846991	phosphate/ erythronate	52864755	rs4687717	Unknown		False
rs4687717	PRKCD	3	53190025	phosphate/ erythronate	53226733	rs4687717	Cellular Processes, Organismal Systems, Human Diseases		False
rs4690909	PPID	4	159630776	octanoylcarnitine/ X-13435	159644548	rs4690909	Cellular Processes		False
rs4690909	ETFDH	4	159593408	octanoylcarnitine/ X-13435	159630285	rs4690909	Unknown		False
rs4784054	SLC38A7	16	58699013	phenyllactate (PLA)	58719008	rs4784054	Unknown		False
rs4784054	GOT2	16	58741035	phenyllactate (PLA)	58768261	rs4784054	Metabolism, Organismal Systems	Amino acid metabolism	True
rs4784054	RP11-410D17.2	16	58767816	phenyllactate (PLA)	59142878	rs4784054	Unknown		False
rs4787294	AC008731.1	16	24931582	scyllo-inositol	24932325	rs4787294	Unknown		False
rs4787294	SLC5A11	16	24857162	scyllo-inositol	24922949	rs4787294	Unknown		False
rs4787294	RP11-266L9.4	16	25043202	scyllo-inositol	25069430	rs4787294	Unknown		False
rs4787294	RP11-266L9.2	16	25151898	scyllo-inositol	25160353	rs4787294	Unknown		False
rs4787294	RP11-266L9.6	16	25082811	scyllo-inositol	25084048	rs4787294	Unknown		False
rs4787294	C16orf52	16	22018959	scyllo-inositol	22098855	rs4787294	Unknown		False
rs4808136	ELL	19	18553473	myo-inositol	18632937	rs4808136	Unknown		False
rs4808136	SSBP4	19	18529674	myo-inositol	18545197	rs4808136	Unknown		False
rs4808136	LRRC25	19	18501954	myo-inositol	18508427	rs4808136	Unknown		False
rs4808136	ISYNA1	19	18545373	myo-inositol	18549111	rs4808136	Metabolism	Carbohydrate metabolism	True
rs4808136	CRLF1	19	18683418	myo-inositol	18718551	rs4808136	Unknown		False
rs4808136	PGPEP1	19	18451397	myo-inositol	18480760	rs4808136	Unknown		False
rs4808136	SLBP	4	1694527	myo-inositol	1714282	rs4808136	Unknown		False
rs4814176	SPTLC3	20	12989627	X-10510/ palmitoyl sphingomyelin	13147411	rs4814176	Metabolism, Environmental Information Processing	Lipid metabolism	True
rs493519	WDR66	12	122356204	2-hydroxyisobutyrate	122441833	rs493519	Unknown		False
rs493519	PSMD9	12	122326637	2-hydroxyisobutyrate	122355767	rs493519	Unknown		False
rs493519	STX2	12	131274145	2-hydroxyisobutyrate	131323811	rs493519	Genetic Information Processing, Organismal Systems		False
rs494562	NT5E	6	86159809	inosine	86205500	rs494562	Metabolism	Metabolism of cofactors and vitamins	True
rs494562	RP11-30P6.6	6	86096937	inosine	86099904	rs494562	Unknown		False
rs494562	KCNQ5	6	73331520	inosine	73908574	rs494562	Organismal Systems		False
rs4947534	SUMF2	7	56131695	serine	56148363	rs4947534	Unknown		False
rs4947534	CCT6A	7	56119323	serine	56131682	rs4947534	Unknown		False
rs4947534	ZNF713	7	55955205	serine	56009918	rs4947534	Unknown		False
rs4947534	GBAS	7	56019486	serine	56067874	rs4947534	Unknown		False
rs4949874	ACADM	1	76190036	Acetylcarnitine/ hexanoylcarnitine	76251878	rs4949874	Metabolism, Organismal Systems	Amino acid metabolism	True
rs4949874	MSH4	1	76262567	Acetylcarnitine/ hexanoylcarnitine	76378923	rs4949874	Unknown		False
rs4949874	PGM1	1	64058947	Acetylcarnitine/ hexanoylcarnitine	64125916	rs4949874	Metabolism	Nucleotide metabolism	True
rs4949874	FAM69A	1	93307724	Acetylcarnitine/ hexanoylcarnitine	93427057	rs4949874	Unknown		False
rs4986894	MTND4P19	10	96533913	X-14473	96534390	rs4986894	Unknown		False
rs4986894	CYP2C19	10	96522381	X-14473	96613017	rs4986894	Metabolism, Organismal Systems, Human Diseases	Xenobiotics biodegradation and metabolism	True
rs4986894	HELLS	10	96305547	X-14473	96373662	rs4986894	Unknown		False
rs499368	RP11-283I3.2	12	312808	betaine	314189	rs499368	Unknown		False
rs499368	RP11-598F7.6	12	276022	betaine	291565	rs499368	Unknown		False
rs499368	SLC6A12	12	299243	betaine	323689	rs499368	Organismal Systems		False
rs5030062	LPP	3	187925986	bradykinin, des-arg(9)	188608460	rs5030062	Unknown		False
rs5030062	DNAJC13	3	132136370	bradykinin, des-arg(9)	132257876	rs5030062	Unknown		False
rs559555	SPAST	2	32288680	X-11444/ X-12844	32382706	rs559555	Unknown		False
rs559555	SLC30A6	2	32390933	X-11444/ X-12844	32449448	rs559555	Unknown		False
rs559555	NLRC4	2	32449522	X-11444/ X-12844	32490923	rs559555	Organismal Systems, Human Diseases		False
rs559555	XDH	2	31557187	X-11444/ X-12844	31637581	rs559555	Metabolism, Cellular Processes	Xenobiotics biodegradation and metabolism	True
rs559555	MYT1L	2	1792885	X-11444/ X-12844	2335032	rs559555	Unknown		False
rs56322409	ENTPD1	10	97471536	citrulline	97637023	rs56322409	Metabolism, Human Diseases	Nucleotide metabolism	True
rs56322409	TCTN3	10	97423158	citrulline	97453900	rs56322409	Unknown		False
rs56322409	ALDH18A1	10	97365696	citrulline	97416463	rs56322409	Metabolism	Amino acid metabolism	True
rs601338	SEC1P	19	49141402	ADSGEGDFXAEGGGVR/ ADpSGEGDFXAEGGGVR	49184461	rs601338	Unknown		False
rs601338	NTN5	19	49164664	ADSGEGDFXAEGGGVR/ ADpSGEGDFXAEGGGVR	49176338	rs601338	Unknown		False
rs601338	FUT2	19	49199228	ADSGEGDFXAEGGGVR/ ADpSGEGDFXAEGGGVR	49209207	rs601338	Metabolism	Carbohydrate metabolism	True
rs601338	MAMSTR	19	49215999	ADSGEGDFXAEGGGVR/ ADpSGEGDFXAEGGGVR	49222978	rs601338	Unknown		False
rs601338	RASIP1	19	49223844	ADSGEGDFXAEGGGVR/ ADpSGEGDFXAEGGGVR	49243978	rs601338	Unknown		False
rs601338	FAM83E	19	49104067	ADSGEGDFXAEGGGVR/ ADpSGEGDFXAEGGGVR	49118111	rs601338	Unknown		False
rs603424	BLOC1S2	10	102033713	myristate (14:0)/ myristoleate (14:1n5)	102046469	rs603424	Unknown		False
rs603424	SCD	10	102106881	myristate (14:0)/ myristoleate (14:1n5)	102124591	rs603424	Metabolism, Environmental Information Processing, Organismal Systems	Lipid metabolism	True
rs603424	SGPL1	10	72575717	myristate (14:0)/ myristoleate (14:1n5)	72640930	rs603424	Metabolism, Environmental Information Processing	Lipid metabolism	True
rs603424	PDCD11	10	105156405	myristate (14:0)/ myristoleate (14:1n5)	105206049	rs603424	Unknown		False
rs603424	HK1	10	71029740	myristate (14:0)/ myristoleate (14:1n5)	71161638	rs603424	Metabolism, Environmental Information Processing, Organismal Systems, Human Diseases	Biosynthesis of other secondary metabolites	True
rs603424	LIN52	14	74551499	myristate (14:0)/ myristoleate (14:1n5)	74667936	rs603424	Cellular Processes		False
rs603424	CACUL1	10	120433679	myristate (14:0)/ myristoleate (14:1n5)	120514761	rs603424	Unknown		False
rs6151429	ARSA	22	51061182	X-11423--O-sulfo-L-tyrosine	51066607	rs6151429	Metabolism, Cellular Processes	Lipid metabolism	True
rs6151429	CABIN1	22	24407642	X-11423--O-sulfo-L-tyrosine	24574596	rs6151429	Unknown		False
rs6430553	CCNT2	2	135675805	X-12095--N1-methyl-3-pyridone-4-carboxamide	135716912	rs6430553	Human Diseases		False
rs6430553	AC016725.4	2	135493034	X-12095--N1-methyl-3-pyridone-4-carboxamide	135635213	rs6430553	Unknown		False
rs6430553	TMEM163	2	135213330	X-12095--N1-methyl-3-pyridone-4-carboxamide	135476570	rs6430553	Unknown		False
rs6430553	UBXN4	2	136499189	X-12095--N1-methyl-3-pyridone-4-carboxamide	136542625	rs6430553	Unknown		False
rs6459467	GMPR	6	16238811	hypoxanthine	16295780	rs6459467	Metabolism	Nucleotide metabolism	True
rs6459467	SLC16A10	6	111408781	hypoxanthine	111552397	rs6459467	Organismal Systems		False
rs6459467	RNF182	6	13924677	hypoxanthine	13980533	rs6459467	Unknown		False
rs6497490	ACSM5	16	20420856	X-11478	20452571	rs6497490	Metabolism	Carbohydrate metabolism	True
rs6678639	CYP4A11	1	47394849	10-undecenoate (11:1n1)/ X-11438	47407156	rs6678639	Metabolism, Organismal Systems	Metabolism of cofactors and vitamins	True
rs6678639	CYP4B1	1	47223510	10-undecenoate (11:1n1)/ X-11438	47285085	rs6678639	Unknown		False
rs6678639	BCL2	18	60790579	10-undecenoate (11:1n1)/ X-11438	60987361	rs6678639	Genetic Information Processing, Environmental Information Processing, Cellular Processes, Organismal Systems, Human Diseases		False
rs6679002	DOCK7	1	62920399	X-03094	63153969	rs6679002	Unknown		False
rs6679002	USP1	1	62901968	X-03094	62917475	rs6679002	Genetic Information Processing		False
rs6679002	ATG4C	1	63249806	X-03094	63331184	rs6679002	Cellular Processes		False
rs6679002	ANGPTL3	1	63063158	X-03094	63071830	rs6679002	Organismal Systems		False
rs6679002	FGD4	12	32552463	X-03094	32798984	rs6679002	Unknown		False
rs6679002	CDC14A	1	100817290	X-03094	100985833	rs6679002	Cellular Processes		False
rs6679002	CD8A	2	87011729	X-03094	87035519	rs6679002	Environmental Information Processing, Organismal Systems, Human Diseases		False
rs6693388	THEM4	1	151846060	linoleate (18:2n6)/ X-12442--5,8-tetradecadienoate	151882284	rs6693388	Metabolism, Environmental Information Processing	Lipid metabolism	True
rs6693388	S100A10	1	151955391	linoleate (18:2n6)/ X-12442--5,8-tetradecadienoate	151966866	rs6693388	Unknown		False
rs6693388	NBPF18P	1	151967007	linoleate (18:2n6)/ X-12442--5,8-tetradecadienoate	152015250	rs6693388	Unknown		False
rs6693388	S100A11	1	152004982	linoleate (18:2n6)/ X-12442--5,8-tetradecadienoate	152020383	rs6693388	Unknown		False
rs6693388	KRT8P28	1	151921999	linoleate (18:2n6)/ X-12442--5,8-tetradecadienoate	151923388	rs6693388	Unknown		False
rs6804368	GADL1	3	30767692	X-12244--N-acetylcarnosine	30936257	rs6804368	Metabolism	Metabolism of cofactors and vitamins	True
rs6804368	RP11-1024P17.1	3	30739153	X-12244--N-acetylcarnosine	30741068	rs6804368	Unknown		False
rs6968554	AC003075.4	7	17319458	caffeine	17338981	rs6968554	Unknown		False
rs6968554	GRID2IP	7	6537093	caffeine	6591067	rs6968554	Unknown		False
rs6980334	MAGI2	7	77646393	X-12095--N1-methyl-3-pyridone-4-carboxamide/ X-12844	79082890	rs6980334	Environmental Information Processing		False
rs6980334	IMMP2L	7	110303110	X-12095--N1-methyl-3-pyridone-4-carboxamide/ X-12844	111202573	rs6980334	Genetic Information Processing		False
rs6980334	MTPN	7	135611509	X-12095--N1-methyl-3-pyridone-4-carboxamide/ X-12844	135662101	rs6980334	Unknown		False
rs7061710	FMO3	1	171060018	X-11786--methylcysteine	171086959	rs7061710	Metabolism	Xenobiotics biodegradation and metabolism	True
rs7061710	FMO6P	1	171106879	X-11786--methylcysteine	171130707	rs7061710	Unknown		False
rs7061710	FMO2	1	171154347	X-11786--methylcysteine	171181822	rs7061710	Metabolism	Xenobiotics biodegradation and metabolism	True
rs7061710	DNAH14	1	225083964	X-11786--methylcysteine	225586996	rs7061710	Unknown		False
rs7061710	ASTN1	1	176826438	X-11786--methylcysteine	177134109	rs7061710	Unknown		False
rs7157785	NUMB	14	73741815	X-08402/ cholesterol	73930197	rs7157785	Environmental Information Processing		False
rs7542172	MKNK1	1	47023090	erythritol	47069966	rs7542172	Environmental Information Processing, Organismal Systems		False
rs7542172	EFCAB14	1	47140831	erythritol	47184824	rs7542172	Unknown		False
rs7542172	MOB3C	1	47073387	erythritol	47082563	rs7542172	Unknown		False
rs7542172	FGR	1	27938575	erythritol	27961788	rs7542172	Organismal Systems		False
rs7570971	CCNT2	2	135675805	1,5-anhydroglucitol (1,5-AG)	135716912	rs7570971	Human Diseases		False
rs7570971	MCM6	2	136597196	1,5-anhydroglucitol (1,5-AG)	136633996	rs7570971	Genetic Information Processing, Cellular Processes		False
rs7570971	AC093391.2	2	136742746	1,5-anhydroglucitol (1,5-AG)	136779888	rs7570971	Unknown		False
rs7570971	TMEM163	2	135213330	1,5-anhydroglucitol (1,5-AG)	135476570	rs7570971	Unknown		False
rs7570971	DARS	2	136664247	1,5-anhydroglucitol (1,5-AG)	136743447	rs7570971	Genetic Information Processing		False
rs7570971	UBXN4	2	136499189	1,5-anhydroglucitol (1,5-AG)	136542625	rs7570971	Unknown		False
rs7570971	MAP3K19	2	135722061	1,5-anhydroglucitol (1,5-AG)	135805028	rs7570971	Unknown		False
rs7570971	SAP130	2	128698791	1,5-anhydroglucitol (1,5-AG)	128785694	rs7570971	Unknown		False
rs7642243	SLC51A	3	195938358	X-09789	195970049	rs7642243	Organismal Systems		False
rs7642243	MUC4	3	195473636	X-09789	195539148	rs7642243	Unknown		False
rs7642243	ZDHHC19	3	195924320	X-09789	195938308	rs7642243	Unknown		False
